Date,Open,High,Low,Close,WAP,No. of Shares,No. of Trades,Total Turnover,Deliverable Quantity,% Deli. Qty to Traded Qty,Spread H-L,Spread C-O
2020-02-27,88.6,95.85,87.85,92.7,92.28,66144.0,1677.0,6103769.0,25183.0,38.07,8.0,4.1
2020-02-26,85.4,89.45,85.0,88.2,86.78,5649.0,95.0,490192.0,3547.0,62.79,4.45,2.8
2020-02-25,87.4,87.4,85.95,86.85,86.31,8304.0,69.0,716693.0,6485.0,78.09,1.45,-0.55
2020-02-24,86.5,89.3,84.85,86.35,87.08,17883.0,315.0,1557183.0,9932.0,55.54,4.45,-0.15
2020-02-20,88.25,94.0,85.8,86.85,90.98,45558.0,1038.0,4145075.0,12193.0,26.76,8.2,-1.4
2020-02-19,85.2,86.25,84.35,85.75,85.16,31122.0,404.0,2650350.0,25817.0,82.95,1.9,0.55
2020-02-18,84.3,85.5,83.05,84.95,84.61,11253.0,144.0,952148.0,8445.0,75.05,2.45,0.65
2020-02-17,85.0,86.1,84.25,84.55,84.95,4204.0,70.0,357139.0,2688.0,63.94,1.85,-0.45
2020-02-14,86.0,87.5,84.5,84.85,85.9,17117.0,446.0,1470432.0,12455.0,72.76,3.0,-1.15
2020-02-13,86.9,88.55,84.3,85.35,86.74,19443.0,209.0,1686476.0,14932.0,76.8,4.25,-1.55
2020-02-12,89.95,89.95,86.65,86.9,87.81,32215.0,264.0,2828726.0,23915.0,74.24,3.3,-3.05
2020-02-11,92.0,93.15,87.75,89.35,89.87,43700.0,332.0,3927370.0,31854.0,72.89,5.4,-2.65
2020-02-10,91.8,93.8,90.0,92.05,92.49,44293.0,1386.0,4096470.0,24509.0,55.33,3.8,0.25
2020-02-07,91.0,91.35,89.05,89.85,90.34,46625.0,467.0,4211914.0,30436.0,65.28,2.3,-1.15
2020-02-06,88.55,91.45,87.55,89.35,89.29,23354.0,296.0,2085261.0,8644.0,37.01,3.9,0.8
2020-02-05,91.0,91.25,87.0,87.6,88.38,9138.0,207.0,807618.0,4173.0,45.67,4.25,-3.4
2020-02-04,84.1,90.1,83.65,89.55,87.52,9461.0,233.0,828048.0,4167.0,44.04,6.45,5.45
2020-02-03,82.65,84.05,81.8,83.25,83.22,2471.0,158.0,205629.0,1682.0,68.07,2.25,0.6
2020-02-01,86.0,87.0,79.5,82.55,84.38,7344.0,266.0,619714.0,4669.0,63.58,7.5,-3.45
2020-01-31,88.0,88.0,85.9,86.25,86.76,4990.0,310.0,432925.0,3243.0,64.99,2.1,-1.75
2020-01-30,89.35,90.05,86.95,87.25,87.9,8275.0,110.0,727359.0,5863.0,70.85,3.1,-2.1
2020-01-29,89.1,90.65,88.0,88.15,89.3,16106.0,264.0,1438333.0,10714.0,66.52,2.65,-0.95
2020-01-28,92.1,92.4,87.1,88.9,89.49,26633.0,342.0,2383352.0,13915.0,52.25,5.3,-3.2
2020-01-27,88.5,91.65,87.8,91.05,89.72,26790.0,401.0,2403724.0,18072.0,67.46,3.85,2.55
2020-01-24,90.45,91.0,87.65,88.85,89.21,17926.0,351.0,1599255.0,8741.0,48.76,3.35,-1.6
2020-01-23,89.0,91.5,86.2,90.45,89.11,73390.0,2297.0,6539703.0,26095.0,35.56,5.3,1.45
2020-01-22,79.65,86.8,79.65,85.65,84.48,72943.0,3606.0,6162405.0,27204.0,37.29,7.15,6.0
2020-01-21,79.6,80.05,79.5,79.7,79.67,3744.0,161.0,298281.0,3143.0,83.95,0.55,0.1
2020-01-20,79.6,80.0,79.55,79.8,79.77,568.0,125.0,45308.0,529.0,93.13,0.45,0.2
2020-01-17,79.0,80.4,78.25,78.85,79.17,4027.0,187.0,318822.0,2896.0,71.91,2.15,-0.15
2020-01-16,80.65,80.65,79.05,79.2,79.46,6047.0,361.0,480501.0,4441.0,73.44,1.6,-1.45
2020-01-15,80.0,81.35,78.8,80.05,80.06,8197.0,238.0,656243.0,4557.0,55.59,2.55,0.05
2020-01-14,79.75,81.5,79.3,80.3,80.65,7618.0,456.0,614363.0,5466.0,71.75,2.2,0.55
2020-01-13,78.0,81.4,77.95,79.85,80.08,7643.0,963.0,612054.0,2818.0,36.87,3.45,1.85
2020-01-10,79.2,79.2,76.0,76.2,77.13,2856.0,45.0,220280.0,1872.0,65.55,3.2,-3.0
2020-01-09,78.65,79.55,77.3,78.15,78.48,21448.0,254.0,1683243.0,13599.0,63.4,2.25,-0.5
2020-01-08,76.65,79.05,76.55,78.25,77.6,29131.0,295.0,2260505.0,11057.0,37.96,2.5,1.6
2020-01-07,79.9,81.4,76.55,77.4,79.84,23960.0,199.0,1912907.0,5748.0,23.99,4.85,-2.5
2020-01-06,81.85,82.0,78.5,78.8,80.31,11689.0,290.0,938757.0,8725.0,74.64,3.5,-3.05
2020-01-03,80.05,82.7,79.55,81.8,81.65,19884.0,1314.0,1623486.0,12861.0,64.68,3.15,1.75
